Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,EntryZScore,StopZScore
3283,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.2
3384,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.3
3485,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.4
3586,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.5
3687,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.6
3788,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.7
3889,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.8
3990,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,3.9
4091,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4
4192,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.1
4293,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.2
4394,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.3
4495,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.4
4596,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.5
4697,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.6
4798,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.7
4899,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.8
5000,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,4.9
5101,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5
5202,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.1
5303,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.2
5404,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.3
5505,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.4
5606,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.5
5707,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.6
5808,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.7
5909,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.8
6010,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,5.9
6111,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,6
6212,-1.08,-2501.76,-178.69714,0.79922,-0.38713,-1.07734,0,37.12,14,5.1,6.1
6313,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.2
6414,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.3
6515,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.4
6616,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.5
6717,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.6
6818,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.7
6919,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.8
7020,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,6.9
7121,-1.06,-2471.19,-176.51357,0.80119,-0.38422,-1.0644,0,36.94,14,5.1,7
7222,-1.05,-2441.97,-174.42643,0.80308,-0.37967,-1.0529,0,36.88,14,5.1,7.1
7323,-1.05,-2441.97,-174.42643,0.80308,-0.37967,-1.0529,0,36.88,14,5.1,7.2
7424,-0.99,-2288.12,-163.43714,0.81277,-0.36447,-0.98731,0,36,14,5.1,7.3
7525,-0.99,-2288.12,-163.43714,0.81277,-0.36447,-0.98731,0,36,14,5.1,7.4
7626,-0.99,-2288.12,-163.43714,0.81277,-0.36447,-0.98731,0,36,14,5.1,7.5
7727,-0.99,-2288.12,-163.43714,0.81277,-0.36447,-0.98731,0,36,14,5.1,7.6
7828,-0.98,-2277.05,-162.64643,0.81351,-0.36271,-0.98282,0,35.97,14,5.1,7.7
7929,-0.98,-2277.05,-162.64643,0.81351,-0.36271,-0.98282,0,35.97,14,5.1,7.8
8030,-0.98,-2275.77,-162.555,0.8136,-0.36251,-0.98224,0,35.97,14,5.1,7.9
8131,-0.98,-2275.77,-162.555,0.8136,-0.36251,-0.98224,0,35.97,14,5.1,8
8232,-0.97,-2233.12,-159.50857,0.81645,-0.35546,-0.96527,0,35.9,14,5.1,8.1
8333,-0.94,-2180.87,-155.77643,0.81997,-0.34864,-0.94286,0,35.69,14,5.1,8.2
8434,-0.94,-2180.87,-155.77643,0.81997,-0.34864,-0.94286,0,35.69,14,5.1,8.3
8535,-0.92,-2121.34,-151.52429,0.82402,-0.33926,-0.91877,0,35.57,14,5.1,8.4
8636,-0.88,-2036.05,-145.43214,0.82989,-0.32335,-0.88448,0,35.55,14,5.1,8.5
8737,-0.86,-1980.41,-141.45786,0.83377,-0.31732,-0.86012,0,35.24,14,5.1,8.6
8838,-5,-2503.35,-104.30625,0.57344,-0.32991,-5,0,37.93,24,5.1,8.7
8939,-0.79,-382.19,-17.37227,0.9261,-0.06166,-0.78904,0,31.09,22,5.1,8.8
9040,-5,-2470.61,-102.94208,0.57666,-0.32684,-5,0,37.78,24,5.1,8.9
9141,-5,-2300.95,-95.87292,0.59393,-0.31082,-5,0,37.02,24,5.1,9
9242,-5,-2244.83,-93.53458,0.59987,-0.30342,-5,0,36.99,24,5.1,9.1
9343,-5,-2143.92,-97.45091,0.60061,-0.29375,-5,0,36.49,22,5.1,9.2
9444,-5,-1881.76,-85.53455,0.63144,-0.26107,-5,0,35.98,22,5.1,9.3
9545,-5,-1707.33,-77.60591,0.65378,-0.24023,-5,0,35.35,22,5.1,9.4
9646,-5,-1710.35,-77.74318,0.65446,-0.24031,-5,0,35.33,22,5.1,9.5
9747,-5,-1655.67,-75.25773,0.66177,-0.23341,-5,0,35.21,22,5.1,9.6
9848,3.1,3594.62,163.39182,1.64782,0.40681,3.10302,0,43.75,22,5.1,9.7
9949,3.43,4515.87,225.7935,1.94031,0.51166,3.42826,0,43.86,20,5.1,9.8
10050,3.26,4326.49,216.3245,1.87547,0.49126,3.25698,0,44.08,20,5.1,9.9
10151,3.43,4537.62,226.881,1.92429,0.51353,3.42772,0,43.69,20,5.1,10
52,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0
153,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.1
254,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.2
355,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.3
456,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.4
557,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.5
658,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.6
759,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.7
860,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.8
961,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,0.9
1062,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1
1163,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.1
1264,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.2
1365,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.3
1466,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.4
1567,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.5
1668,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.6
1769,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.7
1870,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.8
1971,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,1.9
2072,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2
2173,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.1
2274,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.2
2375,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.3
2476,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.4
2577,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.5
2678,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.6
2779,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.7
2880,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.8
2981,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,2.9
3082,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3
3183,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.1
3284,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.2
3385,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.3
3486,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.4
3587,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.5
3688,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.6
3789,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.7
3890,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.8
3991,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,3.9
4092,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4
4193,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.1
4294,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.2
4395,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.3
4496,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.4
4597,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.5
4698,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.6
4799,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.7
4900,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.8
5001,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,4.9
5102,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5
5203,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.1
5304,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.2
5405,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.3
5506,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.4
5607,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.5
5708,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.6
5809,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.7
5910,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.8
6011,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,5.9
6112,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,6
6213,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,6.1
6314,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.2,6.2
6415,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,6.3
6516,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,6.4
6617,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,6.5
6718,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,6.6
6819,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,6.7
6920,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,6.8
7021,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,6.9
7122,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,7
7223,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.2,7.1
7324,-2.57,-11296.97,-868.99769,0.12179,-0.74176,-2.57335,0,80.44,13,5.2,7.2
7425,-2.57,-11296.97,-868.99769,0.12179,-0.74176,-2.57335,0,80.44,13,5.2,7.3
7526,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.2,7.4
7627,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.2,7.5
7728,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.2,7.6
7829,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.2,7.7
7930,-2.61,-11287.05,-868.23462,0.12013,-0.73364,-2.60664,0,80.56,13,5.2,7.8
8031,-2.61,-11287.05,-868.23462,0.12013,-0.73364,-2.60664,0,80.56,13,5.2,7.9
8132,-2.61,-11285.77,-868.13615,0.12014,-0.73356,-2.60633,0,80.55,13,5.2,8
8233,-2.61,-11285.77,-868.13615,0.12014,-0.73356,-2.60633,0,80.55,13,5.2,8.1
8334,-2.62,-11283.12,-867.93231,0.12016,-0.73148,-2.61788,0,80.58,13,5.2,8.2
8435,-2.67,-11365.87,-874.29769,0.11939,-0.73045,-2.67262,0,81.07,13,5.2,8.3
8536,-2.67,-11365.87,-874.29769,0.11939,-0.73045,-2.67262,0,81.07,13,5.2,8.4
8637,-2.66,-11306.34,-869.71846,0.11995,-0.72663,-2.66235,0,80.82,13,5.2,8.5
8738,-2.85,-11676.05,-898.15769,0.11659,-0.72907,-2.84671,0,82.81,13,5.2,8.6
8839,-2.83,-11620.41,-893.87769,0.11709,-0.7256,-2.83418,0,82.57,13,5.2,8.7
8940,-5,-2509.75,-114.07955,0.57235,-0.33047,-5,0,37.96,22,5.2,8.8
9041,-0.73,-388.59,-19.4295,0.92486,-0.06263,-0.73445,0,31.12,20,5.2,8.9
9142,-5,-2475.09,-112.50409,0.57575,-0.32725,-5,0,37.8,22,5.2,9
9243,-5,-2307.35,-104.87955,0.5928,-0.31141,-5,0,37.05,22,5.2,9.1
9344,-5,-2251.23,-102.32864,0.59873,-0.30403,-5,0,37.02,22,5.2,9.2
9445,-5,-2246.66,-112.333,0.57616,-0.3036,-5,0,37,20,5.2,9.3
9546,-5,-1988.02,-99.401,0.60571,-0.27189,-5,0,36.49,20,5.2,9.4
9647,-5,-1813.86,-90.693,0.62738,-0.25153,-5,0,35.87,20,5.2,9.5
9748,-5,-1815.88,-90.794,0.6283,-0.25148,-5,0,35.84,20,5.2,9.6
9849,-5,-1760.1,-88.005,0.63555,-0.24463,-5,0,35.72,20,5.2,9.7
9950,-5,-1682.35,-84.1175,0.64964,-0.23549,-5,0,35.37,20,5.2,9.8
10051,-4.59,-1510.26,-75.513,0.67379,-0.21194,-4.58585,0,35.41,20,5.2,9.9
10152,-4.97,-1670.06,-83.503,0.64763,-0.23397,-4.96702,0,35.73,20,5.2,10
53,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0
154,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.1
255,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.2
356,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.3
457,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.4
558,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.5
659,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.6
760,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.7
861,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.8
962,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,0.9
1063,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1
1164,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.1
1265,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.2
1366,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.3
1467,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.4
1568,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.5
1669,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.6
1770,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.7
1871,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.8
1972,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,1.9
2073,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2
2174,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.1
2275,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.2
2376,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.3
2477,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.4
2578,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.5
2679,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.6
2780,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.7
2881,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.8
2982,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,2.9
3083,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3
3184,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.1
3285,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.2
3386,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.3
3487,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.4
3588,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.5
3689,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.6
3790,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.7
3891,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.8
3992,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,3.9
4093,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4
4194,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.1
4295,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.2
4396,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.3
4497,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.4
4598,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.5
4699,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.6
4800,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.7
4901,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.8
5002,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,4.9
5103,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5
5204,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.1
5305,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.2
5406,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.3
5507,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.4
5608,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.5
5709,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.6
5810,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.7
5911,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.8
6012,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,5.9
6113,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,6
6214,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,6.1
6315,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,6.2
6416,-2.55,-11291.76,-868.59692,0.12184,-0.74459,-2.55092,0,80.35,13,5.3,6.3
6517,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,6.4
6618,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,6.5
6719,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,6.6
6820,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,6.7
6921,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,6.8
7022,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,6.9
7123,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,7
7224,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,7.1
7325,-2.58,-11326.19,-871.24539,0.12151,-0.74368,-2.57768,0,80.57,13,5.3,7.2
7426,-2.57,-11296.97,-868.99769,0.12179,-0.74176,-2.57335,0,80.44,13,5.3,7.3
7527,-2.57,-11296.97,-868.99769,0.12179,-0.74176,-2.57335,0,80.44,13,5.3,7.4
7628,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.3,7.5
7729,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.3,7.6
7830,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.3,7.7
7931,-2.61,-11298.12,-869.08615,0.12002,-0.73436,-2.60854,0,80.61,13,5.3,7.8
8032,-2.61,-11287.05,-868.23462,0.12013,-0.73364,-2.60664,0,80.56,13,5.3,7.9
8133,-2.61,-11287.05,-868.23462,0.12013,-0.73364,-2.60664,0,80.56,13,5.3,8
8234,-2.61,-11285.77,-868.13615,0.12014,-0.73356,-2.60633,0,80.55,13,5.3,8.1
8335,-2.61,-11285.77,-868.13615,0.12014,-0.73356,-2.60633,0,80.55,13,5.3,8.2
8436,-2.62,-11283.12,-867.93231,0.12016,-0.73148,-2.61788,0,80.58,13,5.3,8.3
8537,-2.67,-11365.87,-874.29769,0.11939,-0.73045,-2.67262,0,81.07,13,5.3,8.4
8638,-2.67,-11365.87,-874.29769,0.11939,-0.73045,-2.67262,0,81.07,13,5.3,8.5
8739,-2.66,-11306.34,-869.71846,0.11995,-0.72663,-2.66235,0,80.82,13,5.3,8.6
8840,-2.85,-11676.05,-898.15769,0.11659,-0.72907,-2.84671,0,82.81,13,5.3,8.7
8941,-2.83,-11620.41,-893.87769,0.11709,-0.7256,-2.83418,0,82.57,13,5.3,8.8
9042,-5,-2509.75,-114.07955,0.57235,-0.33047,-5,0,37.96,22,5.3,8.9
9143,-0.73,-388.59,-19.4295,0.92486,-0.06263,-0.73445,0,31.12,20,5.3,9
9244,-5,-2475.09,-112.50409,0.57575,-0.32725,-5,0,37.8,22,5.3,9.1
9345,-5,-2307.35,-104.87955,0.5928,-0.31141,-5,0,37.05,22,5.3,9.2
9446,-5,-2251.23,-102.32864,0.59873,-0.30403,-5,0,37.02,22,5.3,9.3
9547,-5,-2246.66,-112.333,0.57616,-0.3036,-5,0,37,20,5.3,9.4
9648,-5,-1988.02,-99.401,0.60571,-0.27189,-5,0,36.49,20,5.3,9.5
9749,-5,-1813.86,-90.693,0.62738,-0.25153,-5,0,35.87,20,5.3,9.6
