<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.16	01:00:00	1.08949	1.08967	1.08938	1.08943	845	0	0
2024.07.16	02:00:00	1.08942	1.08986	1.08942	1.08981	967	0	0
2024.07.16	03:00:00	1.08982	1.08982	1.08908	1.08913	2309	0	0
2024.07.16	04:00:00	1.08914	1.08935	1.08901	1.08928	2108	0	0
2024.07.16	05:00:00	1.08928	1.08936	1.08887	1.08909	1498	0	0
2024.07.16	06:00:00	1.08908	1.08940	1.08908	1.08931	1330	0	0
2024.07.16	07:00:00	1.08931	1.08946	1.08918	1.08923	1146	0	0
2024.07.16	08:00:00	1.08924	1.08925	1.08870	1.08884	1952	0	0
2024.07.16	09:00:00	1.08884	1.08908	1.08835	1.08886	3663	0	0
2024.07.16	10:00:00	1.08885	1.09003	1.08885	1.08993	4329	0	0
2024.07.16	11:00:00	1.08992	1.09027	1.08938	1.09003	4372	0	0
2024.07.16	12:00:00	1.09004	1.09041	1.08937	1.08980	4828	0	0
2024.07.16	13:00:00	1.08979	1.09030	1.08959	1.08990	3529	0	0
2024.07.16	14:00:00	1.08991	1.09039	1.08944	1.09020	3414	0	0
2024.07.16	15:00:00	1.09019	1.09054	1.08756	1.08807	9258	0	0
2024.07.16	16:00:00	1.08806	1.08831	1.08715	1.08831	6414	0	0
2024.07.16	17:00:00	1.08832	1.08848	1.08731	1.08785	6008	0	0
2024.07.16	18:00:00	1.08785	1.08862	1.08783	1.08846	4786	0	0
2024.07.16	19:00:00	1.08845	1.08891	1.08812	1.08889	3346	0	0
2024.07.16	20:00:00	1.08888	1.08924	1.08877	1.08919	2197	0	0
2024.07.16	21:00:00	1.08920	1.08974	1.08904	1.08959	2236	0	0
2024.07.16	22:00:00	1.08958	1.09029	1.08953	1.09018	2318	0	0
2024.07.16	23:00:00	1.09018	1.09026	1.08977	1.08990	1311	0	0
2024.07.17	00:00:00	1.08920	1.08993	1.08920	1.08991	124	0	12
2024.07.17	01:00:00	1.08996	1.09021	1.08975	1.09020	1046	0	0
2024.07.17	02:00:00	1.09020	1.09029	1.09002	1.09020	1423	0	0
2024.07.17	03:00:00	1.09022	1.09028	1.08958	1.08975	2285	0	0
2024.07.17	04:00:00	1.08976	1.09029	1.08956	1.09023	1916	0	0
2024.07.17	05:00:00	1.09024	1.09069	1.09008	1.09043	1516	0	0
2024.07.17	06:00:00	1.09043	1.09063	1.09003	1.09063	1410	0	0
2024.07.17	07:00:00	1.09062	1.09067	1.09019	1.09029	1240	0	0
2024.07.17	08:00:00	1.09029	1.09069	1.09009	1.09045	1731	0	0
2024.07.17	09:00:00	1.09044	1.09055	1.08975	1.08976	4830	0	0
2024.07.17	10:00:00	1.08974	1.09135	1.08950	1.09084	7220	0	0
2024.07.17	11:00:00	1.09084	1.09439	1.09075	1.09419	7506	0	0
2024.07.17	12:00:00	1.09420	1.09450	1.09359	1.09439	7111	0	0
2024.07.17	13:00:00	1.09439	1.09449	1.09301	1.09307	4210	0	0
2024.07.17	14:00:00	1.09307	1.09421	1.09289	1.09347	4079	0	0
2024.07.17	15:00:00	1.09347	1.09440	1.09321	1.09425	5855	0	0
2024.07.17	16:00:00	1.09424	1.09480	1.09354	1.09387	8022	0	0
2024.07.17	17:00:00	1.09386	1.09387	1.09315	1.09325	7430	0	0
2024.07.17	18:00:00	1.09325	1.09361	1.09276	1.09326	5072	0	0
2024.07.17	19:00:00	1.09325	1.09337	1.09236	1.09296	4217	0	0
2024.07.17	20:00:00	1.09296	1.09366	1.09282	1.09313	3123	0	0
2024.07.17	21:00:00	1.09314	1.09394	1.09303	1.09368	2466	0	0
2024.07.17	22:00:00	1.09367	1.09397	1.09346	1.09362	2495	0	0
